,song_id,name_song,listOfNames_song,artist_id,name_artist,listOfNames_artist
9409,8962,Hope,['Hope'],3913,Arno Kolenbrander,['Arno Kolenbrander']
9470,8963,Het Moet Niet Gekker Worden (M'n Moeder Is Niet Thuis),"[""Het Moet Niet Gekker Worden (M'n Moeder Is Niet Thuis)"", 'Het Moet Niet Gekker Worden ', ""M'n Moeder Is Niet Thuis"", ""Het Moet Niet Gekker Worden M'n Moeder Is Niet Thuis""]",3940,De 3 Musketiers,['De 3 Musketiers']
9474,8970,Waardeloos,['Waardeloos'],3942,"Tina, Toos & Tessa","['Tina, Toos & Tessa', 'Tina']"
3005,8973,Als Je Inlegkruisje Maar Goed Zit/ Hoera Leve Het Inlegkruisje,"['Als Je Inlegkruisje Maar Goed Zit', ' Hoera Leve Het Inlegkruisje']",1049,Vader Abraham,['Vader Abraham']
6731,8978,Wij Vieren Feest!/ De Beste Drinkers Drinken Het,"['Wij Vieren Feest!', ' De Beste Drinkers Drinken Het']",2569,De Deurzakkers,['De Deurzakkers']
9488,8984,It's Whats Upfront That Counts,"[""It's Whats Upfront That Counts""]",3950,Yosh presents Lovedeejay Akemi,['Yosh presents Lovedeejay Akemi']
9500,8990,If You Can't Give Me Love,"[""If You Can't Give Me Love""]",3955,Judith Ansems,['Judith Ansems']
9510,8997,Sjeng Nog 'ns Aon De Geng,"[""Sjeng Nog 'ns Aon De Geng""]",3960,De Nachraove mèt Frans Theunisz,['De Nachraove mèt Frans Theunisz']
9527,9021,"Jas Aan, Jas Uit","['Jas Aan, Jas Uit']",3969,André Van Duin & Klazien Uit Zalk,['André Van Duin & Klazien Uit Zalk']
9528,9022,Terschelling,['Terschelling'],3970,Rob Janszen,['Rob Janszen']
9539,9032,Vijftien Miljoen Wensen,['Vijftien Miljoen Wensen'],3977,Vormfout,['Vormfout']
9549,9047,"Ajax, De Godenzonen","['Ajax, De Godenzonen']",3984,Danny Lukassen,['Danny Lukassen']
9552,9051,Hé Lullo...,['Hé Lullo...'],3986,Dave Da Rave (featuring Roelof Blom),"['Dave Da Rave (featuring Roelof Blom)', 'Dave Da Rave (']"
9216,9063,Jij Bent De Zin Van Mijn Leven,['Jij Bent De Zin Van Mijn Leven'],3811,Marc Daniëls,['Marc Daniëls']
9257,9066,"O, Wat Ben Je Mooi","['O, Wat Ben Je Mooi']",3833,Sugar Lee Hooper,['Sugar Lee Hooper']
9559,9069,Limburg (Kwestie Van Geduld) - Live,"['Limburg (Kwestie Van Geduld) - Live', 'Limburg ', 'Limburg (Kwestie Van Geduld) ', 'Kwestie Van Geduld', 'Limburg Kwestie Van Geduld - Live']",3988,Rowwen Hèze & Het Metropole Orkest,['Rowwen Hèze & Het Metropole Orkest']
9569,9082,The Voice,['The Voice'],3993,Eimear Quinn,['Eimear Quinn']
9055,9087,Zomaar In 't Buitenland ...,"[""Zomaar In 't Buitenland ...""]",3735,Johan & De Groothandel,['Johan & De Groothandel']
9571,9091,S Express - The Return Trip,"['S Express - The Return Trip', 'S Express ']",3995,Mark Moore presents SXpress,['Mark Moore presents SXpress']
9574,9098,Lullo Heb Je Nog Geneukt/ Peter,"['Lullo Heb Je Nog Geneukt', ' Peter']",3998,Jiskefet,['Jiskefet']
9577,9099,Maar Nu Heb Ik Er Één...,['Maar Nu Heb Ik Er Één...'],3999,Katja Schuurman,['Katja Schuurman']
9588,9110,Je Hebt Me Gebruikt,['Je Hebt Me Gebruikt'],4008,Arnhemsgewijs,['Arnhemsgewijs']
9357,9117,Big Brother Is Watching You!,['Big Brother Is Watching You!'],3893,Nance,['Nance']
9619,9126,De Zomerzon,['De Zomerzon'],4015,Koos Alberts & Yvon,['Koos Alberts & Yvon']
9645,9141,Spontaneous,['Spontaneous'],4025,Spymaster & Eric Nouhan,['Spymaster & Eric Nouhan']
9537,9142,Roze Bril,['Roze Bril'],3975,Tim Immers,['Tim Immers']
9646,9143,Hij Maakte Me Gek (...Met Z'n Vingers),"[""Hij Maakte Me Gek (...Met Z'n Vingers)"", 'Hij Maakte Me Gek ', ""...Met Z'n Vingers"", ""Hij Maakte Me Gek ...Met Z'n Vingers""]",4026,De Foetsie's,"[""De Foetsie's""]"
9551,9149,Ready Or Not,['Ready Or Not'],3985,Fugees : Refugee Camp,['Fugees : Refugee Camp']
7495,9159,Il Volo,['Il Volo'],2950,Zucchero Sugar Fornaciari,['Zucchero Sugar Fornaciari']
9665,9169,Gewoon Een Vrolijk Liedje,['Gewoon Een Vrolijk Liedje'],4035,Dennis ((Erhardt)),['Dennis ((Erhardt))']
9667,9171,Nu Zijn We Alle Twee Artiesten,['Nu Zijn We Alle Twee Artiesten'],4037,Frans Bauer & Vader Abraham,['Frans Bauer & Vader Abraham']
9670,9174,This Is Your Night,['This Is Your Night'],4040,Amber ((= Marie Claire Cremers)),['Amber ((= Marie Claire Cremers))']
2688,9177,Kom Van Dat Gras Af,['Kom Van Dat Gras Af'],938,Cock Van Der Palm,['Cock Van Der Palm']
9679,9186,The Love Boat,['The Love Boat'],4046,The Pacific Prince,['The Pacific Prince']
9680,9189,Another One Bites The Dust,['Another One Bites The Dust'],4047,Queen Dance Traxx featuring Captain Jack,"['Queen Dance Traxx featuring Captain Jack', 'Queen Dance Traxx ', 'Queen Dance Tra']"
8876,9192,Every Kinda People,['Every Kinda People'],3641,Chaka Demus & Pliers,['Chaka Demus & Pliers']
9695,9196,Laat Het Los - Live Op Lowlands,"['Laat Het Los - Live Op Lowlands', 'Laat Het Los ']",4051,Vandikhout,['Vandikhout']
9700,9199,I Want You Boy,['I Want You Boy'],4054,Furia II,['Furia II']
9707,9208,50 Jaar,['50 Jaar'],4059,Brood & Vrienten,['Brood & Vrienten']
9708,9212,"No Woman, No Cry","['No Woman, No Cry']",4060,Fugees (Refugee Camp),['Fugees (Refugee Camp)']
9358,9215,Kiss It!,['Kiss It!'],3893,Nance,['Nance']
9721,9222,If You Ever,['If You Ever'],4067,East Seventeen featuring Gabrielle,"['East Seventeen featuring Gabrielle', 'East Seventeen ']"
9575,9229,Hemel,['Hemel'],3998,Jiskefet,['Jiskefet']
9025,9230,Betcha By Golly Wow!,['Betcha By Golly Wow!'],3716,The Symbol,['The Symbol']
9731,9240,Mary Go W!ld!,['Mary Go W!ld!'],4074,Grooveyard,['Grooveyard']
9746,9255,Hij Gaat Voor C!,['Hij Gaat Voor C!'],4083,BN'ers Voor BNN,"[""BN'ers Voor BNN""]"
9752,9268,Klappus In Je Handjes,['Klappus In Je Handjes'],4089,Gabber Wijffie,['Gabber Wijffie']
9753,9269,'Disco' La Passione,"[""'Disco' La Passione""]",4090,Chris Rea/Shirley Bassey,"['Chris Rea', 'Shirley Bassey']"
9761,9274,">Abort, Retry, Fail?_ : Your Woman","['>Abort, Retry, Fail?_ : Your Woman']",4094,White Town,['White Town']
9704,9278,Supergabber,['Supergabber'],4057,Hakkûhbar,['Hakkûhbar']
9765,9283,Al Camino De La Vida/ Door Veel Van Mij Te Houden,"['Al Camino De La Vida', ' Door Veel Van Mij Te Houden']",4098,Frank Galan & Sandra Kim,['Frank Galan & Sandra Kim']
9778,9295,Hep Ie Luis?,['Hep Ie Luis?'],4106,Hans Kraay Jr.,['Hans Kraay Jr.']
9779,9299,Feelin' Good,"[""Feelin' Good""]",4107,The Frank Cunimondo Trio featuring Lynn Marino,"['The Frank Cunimondo Trio featuring Lynn Marino', 'The Frank Cunimondo Trio ']"
8975,9305,Alone,['Alone'],3695,BeeGees,['BeeGees']
9785,9308,Ik Zing Dit Lied Voor Jou Alleen,['Ik Zing Dit Lied Voor Jou Alleen'],4112,Jantje Smit,['Jantje Smit']
9578,9311,Wereldmeid,['Wereldmeid'],3999,Katja Schuurman,['Katja Schuurman']
9725,9314,Love U Hardcore,['Love U Hardcore'],4070,Gabber Piet,['Gabber Piet']
9664,9315,1000 Jaar,['1000 Jaar'],4034,B*E*D,['B*E*D']
9795,9316,Run A Way,['Run A Way'],4117,Sound Lovers,['Sound Lovers']
9799,9323,Let Yourself Go,['Let Yourself Go'],4120,DJ Jean & Peran,['DJ Jean & Peran']
9805,9330,Er Zal D'r Altijd Eentje Winnen,"[""Er Zal D'r Altijd Eentje Winnen""]",4123,Hans Kraay Jr. & Supporters United,['Hans Kraay Jr. & Supporters United']
9589,9333,Ik Mis Jou,['Ik Mis Jou'],4008,Arnhemsgewijs,['Arnhemsgewijs']
9818,9348,Fiesta De Los Tamborileros - The Jaydee Remix,"['Fiesta De Los Tamborileros - The Jaydee Remix', 'Fiesta De Los Tamborileros ']",4132,The Sunclub,['The Sunclub']
9827,9350,Keer Op Keer (Loop Maar Naar De Maan),"['Keer Op Keer (Loop Maar Naar De Maan)', 'Keer Op Keer ', 'Loop Maar Naar De Maan', 'Keer Op Keer Loop Maar Naar De Maan']",4134,Wow!,['Wow!']
9786,9360,"Pappie, Waar Blijf Je Nou?","['Pappie, Waar Blijf Je Nou?']",4112,Jantje Smit,['Jantje Smit']
9849,9369,I Can See Clearly Now/Walking On Sunshine,"['I Can See Clearly Now', 'Walking On Sunshine']",4146,Lee Towers & Exposure,"['Lee Towers & Exposure', 'Lee Towers & E']"
9853,9374,Jongens,['Jongens'],4150,O Die 3,['O Die 3']
9855,9378,Hé Lekkerbek,['Hé Lekkerbek'],4152,Lekkerbek,['Lekkerbek']
9861,9386,Leven Na De Dood,['Leven Na De Dood'],4157,Freek De Jonge & Stips,['Freek De Jonge & Stips']
9828,9399,Zomer!,['Zomer!'],4134,Wow!,['Wow!']
9881,9403,I Need Love,['I Need Love'],4165,Flamman & Abraxas present MC Lynx,"['Flamman & Abraxas present MC Lynx', 'Flamman & Abra']"
9843,9427,Trouw Met Mij (Wil Je Ruzie Met Je Familie?),"['Trouw Met Mij (Wil Je Ruzie Met Je Familie?)', 'Trouw Met Mij ', 'Wil Je Ruzie Met Je Familie?', 'Trouw Met Mij Wil Je Ruzie Met Je Familie?']",4140,Dj Madman,['Dj Madman']
9921,9439,The Rain - Supa Dupa Fly,"['The Rain - Supa Dupa Fly', 'The Rain ']",4183,Missy Misdemeanor Elliott,['Missy Misdemeanor Elliott']
8754,9441,'k Heb Je Lief En Wacht Op Jou!,"[""'k Heb Je Lief En Wacht Op Jou!""]",3579,Paul De Leeuw,['Paul De Leeuw']
9359,9447,He's My Favourite DJ!,"[""He's My Favourite DJ!""]",3893,Nance,['Nance']
9819,9449,Single Minded People,['Single Minded People'],4132,The Sunclub,['The Sunclub']
9999,9480,Roxanne97 - Puff Daddy Remix,"['Roxanne97 - Puff Daddy Remix', 'Roxanne97 ']",4205,Sting & The Police,['Sting & The Police']
10000,9482,Perfect Day '97,"[""Perfect Day '97""]",4206,Perfect Day,['Perfect Day']
10001,9483,Levenslang,['Levenslang'],4207,4 Fun,['4 Fun']
10003,9484,Feel So Good,['Feel So Good'],4208,Ma$e,['Ma$e']
9918,9491,Crazy Little Partygirl,['Crazy Little Partygirl'],4182,Aaron Carter,['Aaron Carter']
10007,9492,Last Christmas,['Last Christmas'],4211,George Michael & Andrew Ridgely,['George Michael & Andrew Ridgely']
10008,9494,If You Walk Away,['If You Walk Away'],4212,Goodfellaz,['Goodfellaz']
10010,9496,Ayohee,['Ayohee'],4214,André Van Duin : Koos Grandioos,['André Van Duin : Koos Grandioos']
10022,9505,Kijk Om Je Heen,['Kijk Om Je Heen'],4219,Re-Play,"['Re-Play', 'Re']"
10027,9507,When I Snap My Fingers...,['When I Snap My Fingers...'],4221,The Happy Groover (DJ Jonathan),['The Happy Groover (DJ Jonathan)']
9195,9527,Next 2 Me,['Next 2 Me'],3804,Charly Lownoise & Mental Theo,['Charly Lownoise & Mental Theo']
10072,9536,The Silmarillia,['The Silmarillia'],4236,Carlos ((NLD)),['Carlos ((NLD))']
10097,9545,I Don't Ever Want To See You Again,"[""I Don't Ever Want To See You Again""]",4243,Uncle Sam ((USA)),['Uncle Sam ((USA))']
10099,9550,"Children (Of The Dark Night...)/ Schapie, Schapie, Schapie","['Children (Of The Dark Night...)', ' Schapie, Schapie, Schapie', 'Children ', 'Of The Dark Night...', 'Children Of The Dark Night...']",4245,DJ Jonathan presents: The Scary Groover/ Hassan Jassan,"['DJ Jonathan presents: The Scary Groover', ' Hassan Jassan']"
10002,9572,Overal,['Overal'],4207,4 Fun,['4 Fun']
9426,9593,1999x,['1999x'],3925,"Linda, Roos & Jessica","['Linda, Roos & Jessica', 'Linda']"
9350,9598,Ik Wil Met Je Lachen (Live),"['Ik Wil Met Je Lachen (Live)', 'Ik Wil Met Je Lachen ', 'Live', 'Ik Wil Met Je Lachen Live']",3887,Guus Meeuwis & Vagant,['Guus Meeuwis & Vagant']
10136,9599,No Tengo Dinero,['No Tengo Dinero'],4263,Lo$ Umbrello$,['Lo$ Umbrello$']
4559,9605,Sambal Bij? (Op & Neer),"['Sambal Bij? (Op & Neer)', 'Sambal Bij? ', 'Op & Neer', 'Sambal Bij? Op & Neer']",1639,Dingetje,['Dingetje']
9789,9607,O Sole Mio,['O Sole Mio'],4112,Jantje Smit,['Jantje Smit']
10149,9608,Adios Mijn Vriend,['Adios Mijn Vriend'],4267,Corry Konings & Vader Abraham,['Corry Konings & Vader Abraham']
10150,9613,Doe Normaal,['Doe Normaal'],4268,Rob Den Boer,['Rob Den Boer']
10023,9625,Ala Day - Ik Leef Alleen Voor Jou,"['Ala Day - Ik Leef Alleen Voor Jou', 'Ala Day ']",4219,Re-Play,"['Re-Play', 'Re']"
9043,9633,She Stole My Accordeon,['She Stole My Accordeon'],3727,Rowwen Hèze & Flaco Jimenez,['Rowwen Hèze & Flaco Jimenez']
10179,9639,Show Me (Spacer),"['Show Me (Spacer)', 'Show Me ', 'Spacer', 'Show Me Spacer']",4279,Frank 'O Moiraghi feat. Amnesia,"[""Frank 'O Moiraghi feat. Amnesia"", ""Frank 'O Moiraghi ""]"
10180,9641,Eltse Grins Foarby,['Eltse Grins Foarby'],4280,De Kast en It Frysk Jeugd Orkest,['De Kast en It Frysk Jeugd Orkest']
10181,9642,Let The Music Heal Your Soul,['Let The Music Heal Your Soul'],4281,Bravo All Stars,['Bravo All Stars']
10132,9643,My Lover,['My Lover'],4259,Ultimate Kaos,['Ultimate Kaos']
10201,9675,Celebrate,['Celebrate'],4295,Kosmonova versus Fiocco,['Kosmonova versus Fiocco']
10221,9701,Voorgoed,['Voorgoed'],4308,BNN & Friends Voor War Child,['BNN & Friends Voor War Child']
10228,9716,"Teletubbies Zeggen ""A-Oh!""","['Teletubbies Zeggen ""A-Oh!""', 'Teletubbies Zeggen ""A']",4315,Teletubbies,['Teletubbies']
10249,9741,Hijo De La Luna,['Hijo De La Luna'],4331,DJ Sammy presents: Loona & Orquesta De La Loona,['DJ Sammy presents: Loona & Orquesta De La Loona']
10274,9750,Part I & II RMX,['Part I & II RMX'],4337,Strings Of Harmony,['Strings Of Harmony']
10305,9770,Wonderful Life,['Wonderful Life'],4350,Matilde Santing and The Oversoul 13,['Matilde Santing and The Oversoul 13']
10307,9773,If You Believe,['If You Believe'],4352,Sasha ((DEU)),['Sasha ((DEU))']
10311,9779,You Don't Stop!,"[""You Don't Stop!""]",4354,Buzzy Bus,['Buzzy Bus']
10317,9782,One Good Reason,['One Good Reason'],4357,Marlayne,['Marlayne']
10319,9785,When It's My Turn,"[""When It's My Turn""]",4359,"VIP Allstars feat. Ray, Strezz, Orpheo","['VIP Allstars feat. Ray, Strezz, Orpheo', 'VIP Allstars ', 'VIP Allstars feat. Ray']"
10323,9790,Hi! My Name Is Slim Shady,['Hi! My Name Is Slim Shady'],4362,Eminem,['Eminem']
10350,9798,Thank ABBA For The Music,['Thank ABBA For The Music'],4368,Steps & Tina Cousins & Cleopatra & B*Witched & Billie,['Steps & Tina Cousins & Cleopatra & B*Witched & Billie']
10354,9803,Will You Still Love Me,['Will You Still Love Me'],4370,Fabienne,['Fabienne']
10321,9822,Die Zomernachten Van San José,['Die Zomernachten Van San José'],4360,Frans Bauer & Corry Konings,['Frans Bauer & Corry Konings']
10388,9828,Mamma Mia,['Mamma Mia'],4384,ABBA*Teens,['ABBA*Teens']
10395,9837,Puik Idee Ballade,['Puik Idee Ballade'],4390,Normaal en Jantje Smit,['Normaal en Jantje Smit']
10416,9853,We Don't Live Too Long,"[""We Don't Live Too Long""]",4401,DeAnté,['DeAnté']
9820,9905,Splash,['Splash'],4132,The Sunclub,['The Sunclub']
10308,9906,I Feel Lonely,['I Feel Lonely'],4352,Sasha ((DEU)),['Sasha ((DEU))']
10457,9941,Gimme! Gimme! Gimme! (A Man After Midnight),"['Gimme! Gimme! Gimme! (A Man After Midnight)', 'Gimme! Gimme! Gimme! ', 'A Man After Midnight', 'Gimme! Gimme! Gimme! A Man After Midnight']",4412,A*Teens,['A*Teens']
9662,9942,Mama,['Mama'],4033,The Kelly Family,['The Kelly Family']
10516,9956,De Bom,['De Bom'],4447,PostMen mmv Def Rhymz,['PostMen mmv Def Rhymz']
10533,9976,Brand New Start,['Brand New Start'],4459,All Of Us,['All Of Us']
10539,9982,Baby Don't Cry (Keep Ya Head Up II),"[""Baby Don't Cry (Keep Ya Head Up II)"", ""Baby Don't Cry "", 'Keep Ya Head Up II', ""Baby Don't Cry Keep Ya Head Up II""]",4462,2Pac and Outlawz,['2Pac and Outlawz']
9821,10010,Movin' On,"[""Movin' On""]",4132,The Sunclub,['The Sunclub']
9696,10016,Dromendief,['Dromendief'],4051,Vandikhout,['Vandikhout']
10567,10023,Als Niet Als,['Als Niet Als'],4484,Doe Maar met Brainpower en Def P,['Doe Maar met Brainpower en Def P']
10598,10036,Silence [The Sanctuary Remix By Fade],['Silence [The Sanctuary Remix By Fade]'],4489,Delerium,['Delerium']
10600,10043,Right Before My Eyes,['Right Before My Eyes'],4491,N'n'G featuring Kallaghan,"[""N'n'G featuring Kallaghan"", ""N'n'G ""]"
10604,10051,Happy Being Miserable,['Happy Being Miserable'],4495,Leningrad Cowboys,['Leningrad Cowboys']
10609,10057,Één Twee Drie Vier Dennis Bier,['Één Twee Drie Vier Dennis Bier'],4500,Harry Vermeegen,['Harry Vermeegen']
10610,10058,Get Uppa!!,['Get Uppa!!'],4501,Da Cloot,['Da Cloot']
9576,10079,Oh Oh Oranje/ Mijn Club,"['Oh Oh Oranje', ' Mijn Club']",3998,Jiskefet,['Jiskefet']
6313,10093,Sunshine Reggae 2000 [funkstar's pool party de luxe mix],"[""Sunshine Reggae 2000 [funkstar's pool party de luxe mix]""]",2400,Laid Back,['Laid Back']
10669,10100,House Of Justice,['House Of Justice'],4524,DJ Jose vs G-Spott,"['DJ Jose vs G-Spott', 'DJ Jose vs G']"
9822,10115,Bandoneon,['Bandoneon'],4132,The Sunclub,['The Sunclub']
10688,10123,Let The Music Be Your Guide (Official Theme From FFWD Heineken Dance Parade 2000),"['Let The Music Be Your Guide (Official Theme From FFWD Heineken Dance Parade 2000)', 'Let The Music Be Your Guide ', 'Official Theme From FFWD Heineken Dance Parade 2000', 'Let The Music Be Your Guide Official Theme From FFWD Heineken Dance Parade 2000']",4536,Grooveyard feat. Michel De Hey,"['Grooveyard feat. Michel De Hey', 'Grooveyard ']"
10706,10134,Oooh,['Oooh'],4541,De La Soul featuring Redman,"['De La Soul featuring Redman', 'De La Soul ']"
10715,10139,Out Of Your Mind,['Out Of Your Mind'],4545,True Steppers and Dane Bowers featuring Victoria Beckham,"['True Steppers and Dane Bowers featuring Victoria Beckham', 'True Steppers and Dane Bowers ']"
10719,10142,(Dès 'n) Schôôn Waoge,"[""(Dès 'n) Schôôn Waoge"", ""Dès 'n"", ""Dès 'n Schôôn Waoge""]",4547,Fred Van Boesschoten,['Fred Van Boesschoten']
10720,10145,Leven En Laten Leven,['Leven En Laten Leven'],4548,De Kast & Bergville Vuka,['De Kast & Bergville Vuka']
10732,10161,What You Want,['What You Want'],4557,DMX feat. SisQó,"['DMX feat. SisQó', 'DMX ']"
10774,10184,A New Day,['A New Day'],4564,Twin,['Twin']
10779,10201,Summer Rain,['Summer Rain'],4569,Juan Wells,['Juan Wells']
10670,10212,II-Symbols,"['II-Symbols', 'II']",4524,DJ Jose vs G-Spott,"['DJ Jose vs G-Spott', 'DJ Jose vs G']"
10795,10215,Driving Me Crazy,['Driving Me Crazy'],4577,Boy Band,['Boy Band']
10811,10232,Ongelofelijk,['Ongelofelijk'],4587,Good Times,['Good Times']
10819,10235,Jelle,['Jelle'],4590,Slimme Schemer ft. Tido,"['Slimme Schemer ft. Tido', 'Slimme Schemer ']"
10828,10246,S#!* On You,['S#!* On You'],4598,D12,['D12']
10835,10249,You've Got My Love,"[""You've Got My Love""]",4601,Bastian,['Bastian']
10851,10253,Purest Of Pain,['Purest Of Pain'],4604,SB4 : Son By Four,['SB4 : Son By Four']
9697,10291,1 Keer Alles,['1 Keer Alles'],4051,Vandikhout,['Vandikhout']
10913,10307,I Can't Explain,"[""I Can't Explain""]",4632,Starmaker presents: K-Otic,"['Starmaker presents: K-Otic', 'Starmaker presents: K']"
10031,10309,Ameno,['Ameno'],4224,DJ Quicksilver,['DJ Quicksilver']
10914,10310,Up On The Down Side,['Up On The Down Side'],4633,Ocean Colour Scene,['Ocean Colour Scene']
9992,10330,Eeuwig Zou Te Kort Zijn,['Eeuwig Zou Te Kort Zijn'],4202,Volumia!,['Volumia!']
10942,10335,Lapdance,['Lapdance'],4646,N*E*R*D featuring Lee Harvey and Vita,"['N*E*R*D featuring Lee Harvey and Vita', 'N*E*R*D ']"
10959,10359,Geef Me Dat Ding!,['Geef Me Dat Ding!'],4655,Keeyel,['Keeyel']
10969,10368,In The Air Tonite,['In The Air Tonite'],4662,Lil' Kim feat. Phil Collins,"[""Lil' Kim feat. Phil Collins"", ""Lil' Kim ""]"
10991,10378,The Sound Of Goodbye,['The Sound Of Goodbye'],4669,Armin Van Buuren presents Perpetuous Dreamer,['Armin Van Buuren presents Perpetuous Dreamer']
11012,10393,Saturday Night Fever - Discomix,"['Saturday Night Fever - Discomix', 'Saturday Night Fever ']",4680,DJ Monty,['DJ Monty']
11014,10398,Batter Up,['Batter Up'],4682,Nelly and St. Lunatics,['Nelly and St. Lunatics']
11016,10400,Crying At The Discoteque,['Crying At The Discoteque'],4684,Alcazar starring Annikafiore & Andreas Lundstedt & Tess,['Alcazar starring Annikafiore & Andreas Lundstedt & Tess']
11053,10432,Morgen Weer Een Dag,['Morgen Weer Een Dag'],4701,Quincy,['Quincy']
11058,10435,What's Going On,"[""What's Going On""]",4703,Artists Against AIDS Worldwide - An All Star Tribute,"['Artists Against AIDS Worldwide - An All Star Tribute', 'Artists Against AIDS Worldwide ']"
11070,10448,Houdoe,['Houdoe'],4708,De Vliegende Panters : De Kassameisjes,['De Vliegende Panters : De Kassameisjes']
10671,10449,Access,['Access'],4524,DJ Jose vs G-Spott,"['DJ Jose vs G-Spott', 'DJ Jose vs G']"
11075,10456,Country Roads,['Country Roads'],4712,HHB International,['HHB International']
11081,10465,Elke Stap,['Elke Stap'],4717,Lloyd,['Lloyd']
11050,10476,Ik Wil Met Je Dansen Heel De Nacht,['Ik Wil Met Je Dansen Heel De Nacht'],4699,Grad Damen,['Grad Damen']
11118,10497,It's Love (Trippin'),"[""It's Love (Trippin')"", ""It's Love "", ""Trippin'"", ""It's Love Trippin'""]",4734,Goldtrix presents Andrea Brown,"['Goldtrix presents Andrea Brown', 'Goldtri']"
11122,10504,Please Save Me,['Please Save Me'],4737,Sunscreem v Push,['Sunscreem v Push']
10887,10533,4 My People,['4 My People'],4624,"Missy ""Misdemeanor"" Elliott","['Missy ""Misdemeanor"" Elliott']"
11150,10543,Ready,['Ready'],4755,Silkstone,['Silkstone']
11155,10550,Put Your Hands Up For Pierre,['Put Your Hands Up For Pierre'],4758,Red & White Crowd,['Red & White Crowd']
10315,10577,One Step Away,['One Step Away'],4356,DJ Jurgen,['DJ Jurgen']
11183,10580,At Your Service,['At Your Service'],4773,Gerard Joling & Jan Rietman,['Gerard Joling & Jan Rietman']
11192,10591,By The Way,['By The Way'],4780,Redhot Chili Peppers,['Redhot Chili Peppers']
11142,10600,When You Think About Me,['When You Think About Me'],4749,Billy Crawford,['Billy Crawford']
10500,10603,Ik Ben Niet Te Stoppe,['Ik Ben Niet Te Stoppe'],4437,Def Rhymz,['Def Rhymz']
11148,10644,I Belong,['I Belong'],4753,Jive Jones,['Jive Jones']
11264,10663,Safe From Harm,['Safe From Harm'],4818,Narcotic Thrust,['Narcotic Thrust']
11143,10679,You Didn't Expect That,"[""You Didn't Expect That""]",4749,Billy Crawford,['Billy Crawford']
11283,10681,Kut Marokkanen??!,['Kut Marokkanen??!'],4828,Raymzter,['Raymzter']
11326,10737,Alles,['Alles'],4852,Tooske Breugem & Bastiaan Ragas,['Tooske Breugem & Bastiaan Ragas']
11370,10795,Year 3000,['Year 3000'],4879,Bust,['Bust']
11378,10799,Spin Around,['Spin Around'],4882,Bad Candy,['Bad Candy']
11398,10819,Life Goes On,['Life Goes On'],4891,DJ Alpha featuring Jus'me,"[""DJ Alpha featuring Jus'me"", 'DJ Alpha ']"
11404,10826,Chihuahua,['Chihuahua'],4895,Dare,['Dare']
11408,10829,Summer Jam 2003,['Summer Jam 2003'],4898,The Underdog Project vs. Sunclub,['The Underdog Project vs. Sunclub']
11416,10842,Alice (I Want You Just For Me),"['Alice (I Want You Just For Me)', 'Alice ', 'I Want You Just For Me', 'Alice I Want You Just For Me']",4903,Beef,['Beef']
11371,10880,You Said No,['You Said No'],4879,Bust,['Bust']
11446,10883,I'm In Heaven,"[""I'm In Heaven""]",4920,Jason Nevins presents U.K.N.Y feat. Holly James,"['Jason Nevins presents U.K.N.Y feat. Holly James', 'Jason Nevins presents U.K.N.Y ']"
11452,10890,We Can Not Get Enough! (Dance Valley Theme 2003),"['We Can Not Get Enough! (Dance Valley Theme 2003)', 'We Can Not Get Enough! ', 'Dance Valley Theme 2003', 'We Can Not Get Enough! Dance Valley Theme 2003']",4925,Laidback Luke feat. MC Marxman,"['Laidback Luke feat. MC Marxman', 'Laidback Luke ', 'Laidback Luke feat. MC Mar']"
10297,10907,Supersounds,['Supersounds'],4347,DJ Jean,['DJ Jean']
11481,10908,Zoene! Zoene,['Zoene! Zoene'],4934,Earforce,['Earforce']
11489,10915,Just Be Happy,['Just Be Happy'],4938,Marieke,['Marieke']
11499,10921,Maria (I like it loud),"['Maria (I like it loud)', 'Maria ', 'I like it loud', 'Maria I like it loud']",4942,Scooter vs. Marc Acardipane & Dick Rules,['Scooter vs. Marc Acardipane & Dick Rules']
11503,10924,Don't Be Cruel,"[""Don't Be Cruel""]",4945,Shuman & Angel-Eye,"['Shuman & Angel-Eye', 'Shuman & Angel']"
11513,10937,Saturday Night,['Saturday Night'],4952,The Underdog Project,['The Underdog Project']
11521,10947,5 Jaar En Nog Lang Niet Klaar,['5 Jaar En Nog Lang Niet Klaar'],4958,BNN & Friends,['BNN & Friends']
11528,10957,100% Verliefd,['100% Verliefd'],4961,Gordon & Romeo,['Gordon & Romeo']
11537,10966,Pretty Green Eyes,['Pretty Green Eyes'],4967,Ultra Beat,['Ultra Beat']
11542,10984,We Want To Be Free,['We Want To Be Free'],4972,Peran,['Peran']
11514,10987,Winter Jam,['Winter Jam'],4952,The Underdog Project,['The Underdog Project']
11545,10995,Nu Dat Jij Er Bent,['Nu Dat Jij Er Bent'],4975,Carel Kraayenhof & Trijntje Oosterhuis & Janine Jansen,['Carel Kraayenhof & Trijntje Oosterhuis & Janine Jansen']
11550,11000,Spread Love,['Spread Love'],4979,Fight Club feat. Laurent Konrad,"['Fight Club feat. Laurent Konrad', 'Fight Club ']"
11554,11009,Overdrive,['Overdrive'],4983,Ron Van Den Beuken presents Clokx,"['Ron Van Den Beuken presents Clokx', 'Ron Van Den Beuken presents Clok']"
