,song_id,name_song,listOfNames_song,artist_id,name_artist,listOfNames_artist
4656,3667,Stop Still,['Stop Still'],1687,Allan Jeffers,['Allan Jeffers']
4662,3673,Gloria,['Gloria'],1690,Dee Jay,['Dee Jay']
4665,3679,Up Town Top Ranking,['Up Town Top Ranking'],1693,Althia & Donna,['Althia & Donna']
4444,3683,It's Only A Matter Of Time,"[""It's Only A Matter Of Time""]",1588,Breeze,['Breeze']
3754,3693,(The Night The Lights Went Out In) New York City,"['(The Night The Lights Went Out In) New York City', 'The Night The Lights Went Out In', 'The Night The Lights Went Out In New York City']",1291,The Trammps,['The Trammps']
4698,3695,Und Das Alles Nur Weil Wir Uns Lieben,['Und Das Alles Nur Weil Wir Uns Lieben'],1701,Hein Simons,['Hein Simons']
4742,3708,Come Away,['Come Away'],1712,Terry Dactyl and The Dinosaurus with Jona Lewie,"['Terry Dactyl and The Dinosaurus with Jona Lewie', 'Terry Dactyl and The Dinosaurus ']"
4743,3709,Charlie's Angels,"[""Charlie's Angels""]",1713,Donna Lynton,['Donna Lynton']
4744,3713,It Takes Two To Tango,['It Takes Two To Tango'],1714,Richard Myhill,['Richard Myhill']
4746,3717,"Amor, Amor","['Amor, Amor']",1716,Rod Mc Kuen,['Rod Mc Kuen']
2441,3723,The Battle Of Sally Ann,['The Battle Of Sally Ann'],828,Saskia & Serge,['Saskia & Serge']
4487,3730,Bourne To Satisfy,['Bourne To Satisfy'],1601,Joe Bourne,['Joe Bourne']
4779,3737,A-Ba-Ni-Bi,"['A-Ba-Ni-Bi', 'A']",1724,Izhar Cohen & The 'Alpha-Beta',"[""Izhar Cohen & The 'Alpha-Beta'"", ""Izhar Cohen & The 'Alpha""]"
2809,3752,A Woman In Love,['A Woman In Love'],989,André Van Duin,['André Van Duin']
4799,3758,Joost Mag Het Weten,['Joost Mag Het Weten'],1733,Het Nederlands Artiestenkoor,['Het Nederlands Artiestenkoor']
4800,3762,Ragtime Piano Joe,['Ragtime Piano Joe'],1734,Peter Straker,['Peter Straker']
4810,3768,Who's Gonna Love You,"[""Who's Gonna Love You""]",1737,The Imperials,['The Imperials']
4828,3785,Making Up Again,['Making Up Again'],1748,Goldie,['Goldie']
4830,3788,Arabian Affair,['Arabian Affair'],1750,The Abdul Hassan Orchestra,['The Abdul Hassan Orchestra']
4549,3790,Langzaam Sneller Gaan,['Langzaam Sneller Gaan'],1636,Nico Haak,['Nico Haak']
4865,3819,Sweet Nothings,['Sweet Nothings'],1764,Renée,['Renée']
3255,3820,What's The Deal,"[""What's The Deal""]",1123,Detroit Emeralds,['Detroit Emeralds']
4469,3821,Round In Circles,['Round In Circles'],1598,Highlight,['Highlight']
3051,3822,Red,['Red'],1065,The Dizzy Man's Band,"[""The Dizzy Man's Band""]"
4869,3826,In The Valley Back Home,['In The Valley Back Home'],1766,FM,['FM']
4164,3836,On The Strip,['On The Strip'],1486,Paul Nicholas,['Paul Nicholas']
3765,3839,Guust Flater En De Marsupilami - Wij Zijn Twee Vrienden,"['Guust Flater En De Marsupilami - Wij Zijn Twee Vrienden', 'Guust Flater En De Marsupilami ']",1296,Dennie Christian,['Dennie Christian']
4884,3844,No No Sheriff,['No No Sheriff'],1774,Emly Star,['Emly Star']
4885,3846,Hot Shot,['Hot Shot'],1775,Karen Young ((USA)),['Karen Young ((USA))']
4834,3847,Give Love A Second Chance,['Give Love A Second Chance'],1752,Luisa Fernandez,['Luisa Fernandez']
4889,3850,Ik Zal Geen Traan Meer Om Je Laten,['Ik Zal Geen Traan Meer Om Je Laten'],1778,De Wiko's,"[""De Wiko's""]"
4143,3874,Malibu,['Malibu'],1472,Patricia Paay,['Patricia Paay']
4916,3892,Tango Motion,['Tango Motion'],1792,The Millionaires,['The Millionaires']
4932,3908,Holland Disco,['Holland Disco'],1802,The New Dutch Organ Group,['The New Dutch Organ Group']
4955,3923,Ik Ben Verliefd Op John Travolta,['Ik Ben Verliefd Op John Travolta'],1809,Sandy,['Sandy']
4960,3925,Meissie Van Alle Dag (Mina),"['Meissie Van Alle Dag (Mina)', 'Meissie Van Alle Dag ', 'Mina', 'Meissie Van Alle Dag Mina']",1811,Gebroeders Grimm,['Gebroeders Grimm']
2318,3926,Jodelodelodelodelohitie,['Jodelodelodelodelohitie'],788,De Twee Pinten,['De Twee Pinten']
4961,3928,The Best Friend I Know,['The Best Friend I Know'],1812,Patricia Paay & Yvonne Keeley,['Patricia Paay & Yvonne Keeley']
4962,3931,'k Heb Hele Grote Bloemkoole,"[""'k Heb Hele Grote Bloemkoole""]",1813,André Van Duin (als Meneer De Bok),['André Van Duin (als Meneer De Bok)']
4963,3933,Anyway You Do It,['Anyway You Do It'],1814,Liquid Gold,['Liquid Gold']
4965,3934,Late Night Show,['Late Night Show'],1815,Tiffany ((NLD)),['Tiffany ((NLD))']
4970,3936,Nee Daar Trappen We Niet In,['Nee Daar Trappen We Niet In'],1817,Vader Abraham met De Ruimtesmurfen m.m.v. 5 P.K.,['Vader Abraham met De Ruimtesmurfen m.m.v. 5 P.K.']
4972,3938,Maak Van Uw Scheet Een Donderslag!,['Maak Van Uw Scheet Een Donderslag!'],1819,De Breedbekkikkers,['De Breedbekkikkers']
4973,3940,Toppers Van Toen,['Toppers Van Toen'],1820,Robert Paul,['Robert Paul']
4978,3945,Kant Aan M'n Broek,"[""Kant Aan M'n Broek""]",1823,Rita Corita,['Rita Corita']
4994,3954,Save The Last Dance For Me,['Save The Last Dance For Me'],1827,Jerry Lee Lewis and Friends,['Jerry Lee Lewis and Friends']
5000,3963,The Wild Places,['The Wild Places'],1832,Duncan Browne,['Duncan Browne']
5021,3981,Opzij,['Opzij'],1840,De Wonderlijke Avonturen Van Herman Van Veen,['De Wonderlijke Avonturen Van Herman Van Veen']
5022,3983,The Story Of Buddy Holly,['The Story Of Buddy Holly'],1841,Familee,['Familee']
5024,3985,Switch,['Switch'],1843,Benelux & Nancy Dee,"['Benelux & Nancy Dee', 'Benelu']"
5025,3989,Room With A View,['Room With A View'],1844,Deco,['Deco']
5027,3994,Hallelujah,['Hallelujah'],1846,Milk & Honey ((ISR)),['Milk & Honey ((ISR))']
5040,3997,Jantje's S.O.S.,"[""Jantje's S.O.S.""]",1848,Arno & Gradje,['Arno & Gradje']
5049,4003,Ik Wil Jou,['Ik Wil Jou'],1852,Polle Eduard,['Polle Eduard']
5050,4006,Turn The Music Up!,['Turn The Music Up!'],1853,The Players Association,['The Players Association']
5072,4019,Music Machine,['Music Machine'],1860,Inner Circle,['Inner Circle']
5077,4021,Juliana,['Juliana'],1861,Kinderen Van Nederland,['Kinderen Van Nederland']
5079,4025,'k Heb De Mot In Me Lijf,"[""'k Heb De Mot In Me Lijf""]",1863,Paul Boey,['Paul Boey']
1208,4043,Oh Luister Toch,['Oh Luister Toch'],347,Ben Cramer,['Ben Cramer']
4100,4044,We Gotta Get Out Of This Place,['We Gotta Get Out Of This Place'],1447,Gilla,['Gilla']
5116,4048,IntroDisco,['IntroDisco'],1872,Discothèque,['Discothèque']
5117,4049,As Long As It's Love,"[""As Long As It's Love""]",1873,Theo Vaness,['Theo Vaness']
5125,4053,Hacka-Tacka Music,"['Hacka-Tacka Music', 'Hacka']",1876,Baba & Roody,['Baba & Roody']
5131,4061,Back To Boogie,['Back To Boogie'],1881,Patrick Hernandez and Hervé Tholance,['Patrick Hernandez and Hervé Tholance']
5132,4064,Rendezvous 6:02,['Rendezvous 6:02'],1882,UK,['UK']
5134,4068,Sunburn,['Sunburn'],1884,Graham Gouldman,['Graham Gouldman']
5135,4069,Aan De Grens Van De Duitse Heuvelen,['Aan De Grens Van De Duitse Heuvelen'],1885,The Sunstreams,['The Sunstreams']
5138,4077,Canyon To Canyon,['Canyon To Canyon'],1886,Gus Williams,['Gus Williams']
5139,4078,All The President's Men,"[""All The President's Men""]",1887,Carlsberg,['Carlsberg']
4392,4087,How Do You Mend A Broken Heart,['How Do You Mend A Broken Heart'],1584,Guys 'n' Dolls,"[""Guys 'n' Dolls""]"
5144,4090,My Sharona,['My Sharona'],1892,The Knack ((USA)),['The Knack ((USA))']
4917,4104,The Queen Of Santa Maria,['The Queen Of Santa Maria'],1792,The Millionaires,['The Millionaires']
5151,4111,Uit Elkaar,['Uit Elkaar'],1898,Herman Van Veen & Monique Van De Ven,['Herman Van Veen & Monique Van De Ven']
5154,4118,A Brand New Day,['A Brand New Day'],1900,The Wiz Stars featuring Diana Ross & Michael Jackson,"['The Wiz Stars featuring Diana Ross & Michael Jackson', 'The Wiz Stars ']"
5157,4122,You Make It Alright,['You Make It Alright'],1903,Jacques Kloes m.m.v. Patricia Paay,['Jacques Kloes m.m.v. Patricia Paay']
5161,4126,999,['999'],1905,Vader Abraham & 5 PK,['Vader Abraham & 5 PK']
5162,4127,Gangsters,['Gangsters'],1906,The Specials ((GBR)),['The Specials ((GBR))']
4957,4133,Doe De Hoela Hoep,['Doe De Hoela Hoep'],1809,Sandy,['Sandy']
5176,4145,Worlds Apart,['Worlds Apart'],1913,The Sinceros,['The Sinceros']
4690,4151,On Stage : Them Heavy People,['On Stage : Them Heavy People'],1699,Kate Bush,['Kate Bush']
5181,4154,We Got The Whole World In Our Hands,['We Got The Whole World In Our Hands'],1917,Nottingham Forest with Paper Lace,"['Nottingham Forest with Paper Lace', 'Nottingham Forest ']"
4894,4159,It's All In The Bible,"[""It's All In The Bible""]",1780,Snoopy,['Snoopy']
5186,4161,Wiggle And A Giggle All Night,['Wiggle And A Giggle All Night'],1920,Cory Daye,['Cory Daye']
5211,4189,"Thema Uit ""De Verlaten Mijn"" - Einsamer Hirte","['Thema Uit ""De Verlaten Mijn"" - Einsamer Hirte', 'Thema Uit ""De Verlaten Mijn"" ']",1933,Gheorghe Zamfir met Orkest o.l.v. James Last,['Gheorghe Zamfir met Orkest o.l.v. James Last']
2150,4195,I Do Rock 'n Roll,"[""I Do Rock 'n Roll""]",729,Golden Earring,['Golden Earring']
5225,4204,Het Leven Is Goed In M'n Brabantse Land,"[""Het Leven Is Goed In M'n Brabantse Land""]",1939,Oh Sixteen-Oh Seven met Zang Van Thijs v.d. Molen,"['Oh Sixteen-Oh Seven met Zang Van Thijs v.d. Molen', 'Oh Sixteen', 'Oh Si']"
5234,4215,"Nederland, Die Heeft De Bal","['Nederland, Die Heeft De Bal']",1945,André Van Duin & Het Nederlands Elftal,['André Van Duin & Het Nederlands Elftal']
5163,4217,A Message To You Rudy,['A Message To You Rudy'],1906,The Specials ((GBR)),['The Specials ((GBR))']
4966,4218,Presidential Suite,['Presidential Suite'],1815,Tiffany ((NLD)),['Tiffany ((NLD))']
4890,4220,Tranen Heb Ik Om Jou Gehuild,['Tranen Heb Ik Om Jou Gehuild'],1778,De Wiko's,"[""De Wiko's""]"
4056,4223,Alie Van De Wegenwacht,['Alie Van De Wegenwacht'],1427,Corrie Van Gorp,['Corrie Van Gorp']
5236,4224,Het Grote Sprookjeslied,['Het Grote Sprookjeslied'],1947,"Corry, Bonnie St. Claire, Sandy, Alexander Curly, Willem Duyn, Nico Haak","['Corry, Bonnie St. Claire, Sandy, Alexander Curly, Willem Duyn, Nico Haak', 'Corry', 'Corry, Bonnie St. Claire, Sandy, Ale']"
5237,4225,Bloemetjes Gordijn,['Bloemetjes Gordijn'],1948,Wim Kersten en De Viltjes,['Wim Kersten en De Viltjes']
5238,4226,Cathy's Clown,"[""Cathy's Clown""]",1949,The Tarney Spencer Band,['The Tarney Spencer Band']
4895,4232,"Rain, Snow And Ice","['Rain, Snow And Ice']",1780,Snoopy,['Snoopy']
5246,4234,It's All Rite ......,"[""It's All Rite ......""]",1953,Barbara Markay,['Barbara Markay']
5255,4237,"Oei, Oei, Dat Was Lekker!","['Oei, Oei, Dat Was Lekker!']",1956,Sjef Van Oekel,['Sjef Van Oekel']
5262,4249,Tutti Ragazzi,['Tutti Ragazzi'],1962,The Nits,['The Nits']
3967,4255,Let'Go Rock And Roll,"[""Let'Go Rock And Roll""]",1401,KC and The Sunshine Band,['KC and The Sunshine Band']
5287,4260,Visite,['Visite'],1967,Lenny Kuhr & Les Poppys,['Lenny Kuhr & Les Poppys']
4555,4266,Dit Is De Zender Van Illegale Joop,['Dit Is De Zender Van Illegale Joop'],1639,Dingetje,['Dingetje']
5308,4274,Repper De Klep,['Repper De Klep'],1975,Danny Boy,['Danny Boy']
4393,4294,Our Song,['Our Song'],1584,Guys 'n' Dolls,"[""Guys 'n' Dolls""]"
5340,4308,You Name It... I'll Do It,"[""You Name It... I'll Do It""]",1992,Chips,['Chips']
5348,4313,Crazy Guitar,['Crazy Guitar'],1995,Hank The Knife & The Crazy Cats,['Hank The Knife & The Crazy Cats']
5352,4320,"Ravel's Bolero - Love Theme From ""10""","['Ravel\'s Bolero - Love Theme From ""10""', ""Ravel's Bolero ""]",1998,Thijs Van Leer,['Thijs Van Leer']
2222,4322,Pierrot,['Pierrot'],751,Bonnie St. Claire,['Bonnie St. Claire']
3248,4328,Girls And Cadillacs,['Girls And Cadillacs'],1122,Albert West,['Albert West']
5356,4334,World At War,['World At War'],2001,Dr. Pop,['Dr. Pop']
4759,4340,Container-Song,"['Container-Song', 'Container']",1721,Henk Wijngaard,['Henk Wijngaard']
4265,4342,Sjooh Sjooh Sugar,['Sjooh Sjooh Sugar'],1536,Champagne,['Champagne']
5358,4343,Alles Is Anders,['Alles Is Anders'],2003,Ben Cramer m.m.v. Trio Thessaloniki,['Ben Cramer m.m.v. Trio Thessaloniki']
2999,4346,Bedankt Piraten,['Bedankt Piraten'],1049,Vader Abraham,['Vader Abraham']
5372,4357,Hollywood Seven,['Hollywood Seven'],2007,Alides Hidding,['Alides Hidding']
5382,4364,"Yet, I Know","['Yet, I Know']",2013,Jimmy Frey,['Jimmy Frey']
5383,4366,J'veux De L'amour,"[""J'veux De L'amour""]",2014,Raymond Van Het Groenewoud & The Centimeters,['Raymond Van Het Groenewoud & The Centimeters']
5385,4370,Rock Me Up A Mountain,['Rock Me Up A Mountain'],2016,Anita Meijer,['Anita Meijer']
5399,4389,The Harder They Come,['The Harder They Come'],2025,Joe Jackson Band,['Joe Jackson Band']
4787,4408,John And Mary,['John And Mary'],1728,Robert Palmer,['Robert Palmer']
5424,4410,Because They're Young,"[""Because They're Young""]",2035,Duane Eddy and His Twangy Guitar,['Duane Eddy and His Twangy Guitar']
4394,4420,Love Lost In A Day,['Love Lost In A Day'],1584,Guys 'n' Dolls,"[""Guys 'n' Dolls""]"
4456,4422,De Mijnwerker,['De Mijnwerker'],1594,De Havenzangers,['De Havenzangers']
5431,4424,Cr-Cr-Cr-Cry To Me,"['Cr-Cr-Cr-Cry To Me', 'Cr']",2038,Precious Wilson,['Precious Wilson']
5434,4436,Blind Date,['Blind Date'],2040,Ginger,['Ginger']
5089,4438,The Dreammachine,['The Dreammachine'],1868,Dolly Dots,['Dolly Dots']
5437,4440,Don't Come Stoned And Don't Tell Trude!,"[""Don't Come Stoned And Don't Tell Trude!""]",2042,Max 'n Specs,"[""Max 'n Specs"", 'Ma']"
5438,4441,Don't Leave Tonight,"[""Don't Leave Tonight""]",2043,Conny Vandenbos In Duet met Janis Ian,['Conny Vandenbos In Duet met Janis Ian']
5439,4442,My Turn To Love You,['My Turn To Love You'],2044,Eddy Grant,['Eddy Grant']
3977,4462,Mi Amor,['Mi Amor'],1405,Sommerset,['Sommerset']
3892,4464,Save The Whale,['Save The Whale'],1359,Kamahl,['Kamahl']
2442,4469,Mama He's A Soldier Now,"[""Mama He's A Soldier Now""]",828,Saskia & Serge,['Saskia & Serge']
5059,4471,My Malaysia,['My Malaysia'],1856,Babe,['Babe']
5458,4479,Een barg die hé un krul in de steert,['Een barg die hé un krul in de steert'],2053,De Aal,['De Aal']
5465,4486,If You Feel The Funk,['If You Feel The Funk'],2055,La Toya Jackson,['La Toya Jackson']
5469,4489,Vrede,['Vrede'],2057,"Vader Abraham & Donna Lynton m.m.v. Het Koor ""Standfaste""","['Vader Abraham & Donna Lynton m.m.v. Het Koor ""Standfaste""']"
2224,4490,De Roos,['De Roos'],751,Bonnie St. Claire,['Bonnie St. Claire']
5483,4504,Ik Wil Op M'n Kop Een Kamerbreed Tapijt,"[""Ik Wil Op M'n Kop Een Kamerbreed Tapijt""]",2065,Barry Hughes & De Kwaffeurs,['Barry Hughes & De Kwaffeurs']
4057,4514,Ik Ben Tamboer,['Ik Ben Tamboer'],1427,Corrie Van Gorp,['Corrie Van Gorp']
5496,4516,Get Up,['Get Up'],2073,Maria Verano,['Maria Verano']
5524,4532,Hokie Pokie (All Over The World),"['Hokie Pokie (All Over The World)', 'Hokie Pokie ', 'All Over The World', 'Hokie Pokie All Over The World']",2080,Big John Russel,['Big John Russel']
1270,4546,Something About You Baby I Like,['Something About You Baby I Like'],372,Status Quo,['Status Quo']
3228,4547,Without Your Love,['Without Your Love'],1119,Roger Daltrey,['Roger Daltrey']
5541,4552,Too Big For Words,['Too Big For Words'],2088,Tony Sherman & Julia Loko,['Tony Sherman & Julia Loko']
5542,4554,Angel Of Mine,['Angel Of Mine'],2089,Frank Duval & Orchestra,['Frank Duval & Orchestra']
2443,4565,There's A Song,"[""There's A Song""]",828,Saskia & Serge,['Saskia & Serge']
5547,4566,Marionette,['Marionette'],2093,Maribelle,['Maribelle']
1227,4568,(Walk Me Out In The) Morning Dew,"['(Walk Me Out In The) Morning Dew', 'Walk Me Out In The', 'Walk Me Out In The Morning Dew']",356,Long John Baldry,['Long John Baldry']
5222,4575,Midnight Magic Maniac,['Midnight Magic Maniac'],1937,New Adventures,['New Adventures']
5523,4585,Dancing Dynamo,['Dancing Dynamo'],2079,Sugar and The Lollipops,['Sugar and The Lollipops']
5416,4586,People Alone,['People Alone'],2031,Randy Crawford,['Randy Crawford']
5587,4588,What Becomes Of The Broken Hearted,['What Becomes Of The Broken Hearted'],2104,Dave Stewart - Guest Vocals Colin Blunstone,"['Dave Stewart - Guest Vocals Colin Blunstone', 'Dave Stewart ']"
5606,4592,Love Can Break Your Heart,['Love Can Break Your Heart'],2108,Powerplay,['Powerplay']
5612,4598,Discotch,['Discotch'],2111,Voyage,['Voyage']
5642,4603,Klap Maar In Je Handen [Live],['Klap Maar In Je Handen [Live]'],2114,Peter Koelewijn en Zijn Rockets,['Peter Koelewijn en Zijn Rockets']
2225,4607,Merlijn,['Merlijn'],751,Bonnie St. Claire,['Bonnie St. Claire']
5661,4613,Boemeladiboem,['Boemeladiboem'],2121,Sonja,['Sonja']
5665,4620,Crazy Accordion,['Crazy Accordion'],2125,De Kermisklanten,['De Kermisklanten']
4406,4625,Achterhoek Boogie,['Achterhoek Boogie'],1586,Normaal,['Normaal']
5673,4630,Wij Zijn De Wuppies,['Wij Zijn De Wuppies'],2128,Vader Abraham en De Wuppies,['Vader Abraham en De Wuppies']
5677,4633,Caribbean Disco Show,['Caribbean Disco Show'],2130,Lobo ((NLD)),['Lobo ((NLD))']
4958,4635,Wij Zijn De Lachkabouters,['Wij Zijn De Lachkabouters'],1809,Sandy,['Sandy']
5680,4637,We'll Go Out Tonight,"[""We'll Go Out Tonight""]",2132,Daniel Sahuleka,['Daniel Sahuleka']
5686,4640,A Woman Needs Love (Just Like You Do),"['A Woman Needs Love (Just Like You Do)', 'A Woman Needs Love ', 'Just Like You Do', 'A Woman Needs Love Just Like You Do']",2134,Ray Parker Jr. & Raydio,['Ray Parker Jr. & Raydio']
5061,4641,Tick-A-Thumps My Heart,"['Tick-A-Thumps My Heart', 'Tick']",1856,Babe,['Babe']
5164,4651,Ghost Town,['Ghost Town'],1906,The Specials ((GBR)),['The Specials ((GBR))']
2191,4660,Zeeman,['Zeeman'],735,Ciska Peters,['Ciska Peters']
5643,4664,Kom Van Dat Dak Af [Live],['Kom Van Dat Dak Af [Live]'],2114,Peter Koelewijn en Zijn Rockets,['Peter Koelewijn en Zijn Rockets']
5697,4666,Me No Pop I,['Me No Pop I'],2141,Kid Creole & The Coconuts present Coati Mundi,['Kid Creole & The Coconuts present Coati Mundi']
5699,4671,Moeder Mag Ik Trouwen Gaan,['Moeder Mag Ik Trouwen Gaan'],2143,The Belcanto's,"[""The Belcanto's""]"
5704,4688,Lieve Bella Beer,['Lieve Bella Beer'],2147,Ron Brandsteder,['Ron Brandsteder']
4407,4692,"Oeh, Wat 'n Volk","[""Oeh, Wat 'n Volk""]",1586,Normaal,['Normaal']
2444,4696,Mama Mia,['Mama Mia'],828,Saskia & Serge,['Saskia & Serge']
2226,4711,Vlieg Nooit Te Hoog,['Vlieg Nooit Te Hoog'],751,Bonnie St. Claire,['Bonnie St. Claire']
5681,4712,Wake-Up,"['Wake-Up', 'Wake']",2132,Daniel Sahuleka,['Daniel Sahuleka']
4351,4717,R.R. Express,['R.R. Express'],1561,Rose Royce,['Rose Royce']
5729,4726,Your Love Still Brings Me To My Knees,['Your Love Still Brings Me To My Knees'],2161,Marcia Hines,['Marcia Hines']
5754,4737,It's My Party !!! !!! And I'll Cry If I Want To,"[""It's My Party !!! !!! And I'll Cry If I Want To""]",2167,Dave Stewart with Barbara Gaskin,"['Dave Stewart with Barbara Gaskin', 'Dave Stewart ']"
56,4744,Jantje Beton,['Jantje Beton'],5,Willeke Alberti,['Willeke Alberti']
5678,4770,Lobo's Gospel Show,"[""Lobo's Gospel Show""]",2130,Lobo ((NLD)),['Lobo ((NLD))']
5682,4791,Ev'rybody Feel The Groove,"[""Ev'rybody Feel The Groove""]",2132,Daniel Sahuleka,['Daniel Sahuleka']
5806,4794,See You Tonight,['See You Tonight'],2185,Tower,['Tower']
3000,4797,In Het Zuiden,['In Het Zuiden'],1049,Vader Abraham,['Vader Abraham']
5730,4801,Many Rivers To Cross,['Many Rivers To Cross'],2161,Marcia Hines,['Marcia Hines']
5350,4802,My Heart Lies,['My Heart Lies'],1996,Barbara Dickson,['Barbara Dickson']
5814,4803,Macho City,['Macho City'],2187,The Steve Miller Band,['The Steve Miller Band']
5816,4804,Oeh I Say,['Oeh I Say'],2188,Newz,['Newz']
5820,4812,"Varkens, Geiten, Boerenkool","['Varkens, Geiten, Boerenkool']",2191,Riny v.d. Lee,['Riny v.d. Lee']
5263,4813,Red Tape,['Red Tape'],1962,The Nits,['The Nits']
5827,4820,(Spank) Sixty-Nine,"['(Spank) Sixty-Nine', 'Spank', 'Spank Sixty-Nine']",2196,Brooklyn Express,"['Brooklyn Express', 'Brooklyn E']"
5830,4823,The Girls Are Back In Town,['The Girls Are Back In Town'],2198,Risqué,['Risqué']
5836,4828,Street Music,['Street Music'],2200,The Bang Gang,['The Bang Gang']
5837,4832,Nooit Meer Verliefd,['Nooit Meer Verliefd'],2201,Peter Schreiber,['Peter Schreiber']
5838,4833,Run Away,['Run Away'],2202,Solution,['Solution']
5849,4840,"Jij Daar, In De Radio","['Jij Daar, In De Radio']",2207,Hank B. Memphis,['Hank B. Memphis']
5644,4852,Zolang De Moter Loopt,['Zolang De Moter Loopt'],2114,Peter Koelewijn en Zijn Rockets,['Peter Koelewijn en Zijn Rockets']
5863,4856,I'm Not Afraid Of The Future,"[""I'm Not Afraid Of The Future""]",2216,Future World Orchestra,['Future World Orchestra']
4918,4857,Fantasy Island,['Fantasy Island'],1792,The Millionaires,['The Millionaires']
5463,4868,Jamaica,['Jamaica'],2054,Doris D and The Pins,['Doris D and The Pins']
5063,4870,Indian Habits (Hooka Heya),"['Indian Habits (Hooka Heya)', 'Indian Habits ', 'Hooka Heya', 'Indian Habits Hooka Heya']",1856,Babe,['Babe']
5607,4873,Make It Alone,['Make It Alone'],2108,Powerplay,['Powerplay']
5323,4880,Denk Toch Heel Goed Na,['Denk Toch Heel Goed Na'],1983,Zangeres Zonder Naam,['Zangeres Zonder Naam']
5871,4881,Ein Bißchen Frieden// Een Beetje Vrede,"['Ein Bißchen Frieden', '', ' Een Beetje Vrede']",2222,Nicole ((DEU)),['Nicole ((DEU))']
